ID,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description,Genre1,Genre2,Genre3,Drama,Crime,Adventure,Romance,SciFi,War,Family,Music,Comedy,Mystery,Musical,Biography,Action,Western,Thriller,Horror,FilmNoir,Fantasy,Sport,History,clean_plot,genre_new
54,Modern Times,-1936,G,87 min,"Comedy, Drama, Family",8.5,"2,09,745","2,09,745",Charles Chaplin,"[Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford]",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Comedy,Drama,Family,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,tramp struggles live modern industrial society help young homeless woman,"['Comedy', ' Drama', ' Family']"
55,City Lights,-1931,G,87 min,"Comedy, Drama, Romance",8.5,"1,61,375","1,61,375",Charles Chaplin,"[Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers]","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,aid wealthy erratic tippler dewy eyed tramp fallen love sightless flower girl accumulates money able help medically,"['Comedy', ' Drama', ' Romance']"
56,Capernaum,-2018,R,126 min,Drama,8.4,"51,312","51,312",Nadine Labaki,"[Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad]","While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serving five year sentence violent crime year old boy sues parents neglect,['Drama']
57,Your Name.,-2016,PG,106 min,"Animation, Drama, Fantasy",8.4,"1,74,854","1,74,854",Makoto Shinkai,"[Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki]","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Animation,Drama,Fantasy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,two strangers find linked bizarre way connection forms distance thing keep apart,"['Animation', ' Drama', ' Fantasy']"
58,Dangal,-2016,Not Rated,161 min,"Action, Biography, Drama",8.4,"1,45,680","1,45,680",Nitesh Tiwari,"[Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra]",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Action,Biography,Drama,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,former wrestler mahavir singh phogat two wrestler daughters struggle towards glory commonwealth games face societal oppression,"['Action', ' Biography', ' Drama']"
59,Spider-Man: Into the Spider-Verse,-2018,PG,117 min,"Animation, Action, Adventure",8.4,"3,29,639","3,29,639",Bob Persichetti,"[Peter Ramsey, Rodney Rothman, Shameik Moore, Jake Johnson]","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",Animation,Action,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,teen miles morales becomes spider man universe must join five spider powered individuals dimensions stop threat realities,"['Animation', ' Action', ' Adventure']"
60,Avengers: Endgame,-2019,PG-13,181 min,"Action, Adventure, Drama",8.4,"7,42,290","7,42,290",Anthony Russo,"[Joe Russo, Robert Downey Jr., Chris Evans, Mark Ruffalo]","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos actions and restore balance to the universe.",Action,Adventure,Drama,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,devastating events avengers infinity war universe ruins help remaining allies avengers assemble order reverse thanos actions restore balance universe,"['Action', ' Adventure', ' Drama']"
61,Avengers: Infinity War,-2018,PG-13,149 min,"Action, Adventure, SciFi",8.4,"7,88,821","7,88,821",Anthony Russo,"[Joe Russo, Robert Downey Jr., Chris Hemsworth, Mark Ruffalo]",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,avengers allies must willing sacrifice attempt defeat powerful thanos blitz devastation ruin puts end universe,"['Action', ' Adventure', ' SciFi']"
62,Drishyam,-2013,Not Rated,160 min,"Crime, Drama, Thriller",8.4,"29,483","29,483",Jeethu Joseph,"[Mohanlal, Meena, Asha Sharath, Ansiba]",A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,man goes extreme lengths save family punishment family commits accidental crime,"['Crime', ' Drama', ' Thriller']"
63,Coco,(I) (2017),PG,105 min,"Animation, Adventure, Family",8.4,"3,47,617","3,47,617",Lee Unkrich,"[Adrian Molina, Anthony Gonzalez, Gael García Bernal, Benjamin Bratt]","Aspiring musician Miguel, confronted with his familys ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Animation,Adventure,Family,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,aspiring musician miguel confronted familys ancestral ban music enters land dead find great great grandfather legendary singer,"['Animation', ' Adventure', ' Family']"
64,Django Unchained,-2012,R,165 min,"Drama, Western",8.4,"13,10,559","13,10,559",Quentin Tarantino,"[Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington]","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",Drama,Western,None,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,help german bounty hunter freed slave sets rescue wife brutal mississippi plantation owner,"['Drama', ' Western']"
65,The Dark Knight Rises,-2012,PG-13,164 min,"Action, Adventure",8.4,"14,73,395","14,73,395",Christopher Nolan,"[Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman]","Eight years after the Jokers reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",Action,Adventure,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,eight years jokers reign anarchy batman help enigmatic catwoman forced exile save gotham city brutal guerrilla terrorist bane,"['Action', ' Adventure']"
66,3 Idiots,-2009,PG-13,170 min,"Comedy, Drama",8.4,"3,29,383","3,29,383",Rajkumar Hirani,"[Aamir Khan, Madhavan, Mona Singh, Sharman Joshi]","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,two friends searching long lost companion revisit college days recall memories friend inspired think differently even rest world called idiots,"['Comedy', ' Drama']"
67,Taare Zameen Par,-2007,PG,165 min,"Drama, Family",8.4,"1,60,125","1,60,125",Aamir Khan,"[Amole Gupte, Darsheel Safary, Aamir Khan, Tisca Chopra]","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Drama,Family,None,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,eight year old boy thought lazy trouble maker new art teacher patience compassion discover real problem behind struggles school,"['Drama', ' Family']"
68,WALL·E,-2008,G,98 min,"Animation, Adventure, Family",8.4,"9,70,171","9,70,171",Andrew Stanton,"[Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard]","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Animation,Adventure,Family,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,distant future small waste collecting robot inadvertently embarks space journey ultimately decide fate mankind,"['Animation', ' Adventure', ' Family']"
69,The Lives of Others,-2006,R,137 min,"Drama, Mystery, Thriller",8.4,"3,47,688","3,47,688",Florian Henckel von Donnersmarck,"[Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur]","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Drama,Mystery,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,east berlin agent secret police conducting surveillance writer lover finds becoming increasingly absorbed lives,"['Drama', ' Mystery', ' Thriller']"
70,Oldboy,-2003,R,101 min,"Action, Drama, Mystery",8.4,"4,98,092","4,98,092",Chan-wook Park,"[Min-sik Choi, Ji-Tae Yoo, Hye-jeong Kang, Dae-han Ji]","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Action,Drama,Mystery,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,kidnapped imprisoned fifteen years oh dae su released find must find captor five days,"['Action', ' Drama', ' Mystery']"
71,Memento,-2000,R,113 min,"Mystery, Thriller",8.4,"10,92,717","10,92,717",Christopher Nolan,"[Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior]",A man with short-term memory loss attempts to track down his wifes murderer.,Mystery,Thriller,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,man short term memory loss attempts track wifes murderer,"['Mystery', ' Thriller']"
72,Princess Mononoke,-1997,PG-13,134 min,"Animation, Adventure, Fantasy",8.4,"3,28,055","3,28,055",Hayao Miyazaki,"[Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup]","On a journey to find the cure for a Tatarigamis curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Animation,Adventure,Fantasy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,journey find cure tatarigamis curse ashitaka finds middle war forest gods tatara mining colony quest also meets san mononoke hime,"['Animation', ' Adventure', ' Fantasy']"
73,Once Upon a Time in America,-1984,R,229 min,"Crime, Drama",8.4,"3,00,401","3,00,401",Sergio Leone,"[Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams]","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",Crime,Drama,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,former prohibition era jewish gangster returns lower east side manhattan thirty years later must confront ghosts regrets old life,"['Crime', ' Drama']"
74,Raiders of the Lost Ark,-1981,PG,115 min,"Action, Adventure",8.4,"8,61,507","8,61,507",Steven Spielberg,"[Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies]","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitlers Nazis can obtain its awesome powers.",Action,Adventure,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,archaeologist adventurer indiana jones hired u government find ark covenant adolf hitlers nazis obtain awesome powers,"['Action', ' Adventure']"
75,The Shining,-1980,R,146 min,"Drama, Horror",8.4,"8,63,281","8,63,281",Stanley Kubrick,"[Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers]","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Drama,Horror,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,family heads isolated hotel winter sinister presence influences father violence psychic son sees horrific forebodings past future,"['Drama', ' Horror']"
76,Apocalypse Now,-1979,R,147 min,"Drama, Mystery, War",8.4,"5,87,544","5,87,544",Francis Ford Coppola,"[Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest]",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Drama,Mystery,War,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,u army officer serving vietnam tasked assassinating renegade special forces colonel sees god,"['Drama', ' Mystery', ' War']"
77,Alien,-1979,R,117 min,"Horror, SciFi",8.4,"7,64,687","7,64,687",Ridley Scott,"[Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright]","After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",Horror,SciFi,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,space merchant vessel receives unknown transmission distress call one crew attacked mysterious life form soon realize life cycle merely begun,"['Horror', ' SciFi']"
78,High and Low,-1963,Not Rated,143 min,"Crime, Drama, Mystery",8.4,"30,501","30,501",Akira Kurosawa,"[Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai, Kyôko Kagawa]",An executive of a shoe company becomes a victim of extortion when his chauffeurs son is kidnapped and held for ransom.,Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,executive shoe company becomes victim extortion chauffeurs son kidnapped held ransom,"['Crime', ' Drama', ' Mystery']"
79,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,-1964,PG,95 min,Comedy,8.4,"4,39,080","4,39,080",Stanley Kubrick,"[Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn]",An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,Comedy,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,insane general triggers path nuclear holocaust war room full politicians generals frantically tries stop,['Comedy']
80,Witness for the Prosecution,-1957,Approved,116 min,"Crime, Drama, Mystery",8.4,"1,03,515","1,03,515",Billy Wilder,"[Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester]",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,veteran british barrister must defend client murder trial surprise surprise,"['Crime', ' Drama', ' Mystery']"
81,Paths of Glory,-1957,Approved,88 min,"Drama, War",8.4,"1,71,284","1,71,284",Stanley Kubrick,"[Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready]","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Drama,War,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,refusing attack enemy position general accuses soldiers cowardice commanding officer must defend,"['Drama', ' War']"
82,Rear Window,-1954,PG,112 min,"Mystery, Thriller",8.4,"4,29,825","4,29,825",Alfred Hitchcock,"[James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter]",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,Mystery,Thriller,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,wheelchair bound photographer spies neighbors apartment window becomes convinced one committed murder,"['Mystery', ' Thriller']"
83,Sunset Blvd.,-1950,Passed,110 min,"Drama, FilmNoir",8.4,"1,94,465","1,94,465",Billy Wilder,"[William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson]",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Drama,FilmNoir,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,screenwriter develops dangerous relationship faded film star determined make triumphant return,"['Drama', ' FilmNoir']"
84,The Great Dictator,-1940,Passed,125 min,"Comedy, Drama, War",8.4,"1,96,081","1,96,081",Charles Chaplin,"[Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner]",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkels regime.,Comedy,Drama,War,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dictator adenoid hynkel tries expand empire poor jewish barber tries avoid persecution hynkels regime,"['Comedy', ' Drama', ' War']"
85,1917,-2019,R,119 min,"Drama, War",8.3,"3,47,950","3,47,950",Sam Mendes,"[Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth]","April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Drama,War,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,april th regiment assembles wage war deep enemy territory two soldiers assigned race time deliver message stop men walking straight deadly trap,"['Drama', ' War']"
86,Uri: The Surgical Strike,-2019,Not Rated,138 min,"Action, Drama, War",8.3,"40,391","40,391",Aditya Dhar,"[Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam]","Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Action,Drama,War,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,indian army special forces execute covert operation avenging killing fellow army men base terrorist group,"['Action', ' Drama', ' War']"
